bf_id,uap_id,city,state_code,geohash_6,geohash_7_bf,geohash_7_uap,latitude_bf,longitude_bf,latitude_uap,longitude_uap,full_date_bf,full_date_uap,date_diff_days,year_bf,year_uap,distance_meters,proximity_score,proximity_rank
3585,16869,monroe,WA,c2920x,c2920xb,c2920xb,47.85556,-121.9697,47.8555556,-121.9697222,2001-08-01,2001-06-15,47,2001,2001,2.0,88.56,1.0
7815,23666,russellville,AR,9ymb8w,9ymb8wn,9ymb8wn,35.27833,-93.13361,35.2783333,-93.1336111,2003-08-12,2003-10-29,78,2003,2003,0.0,82.39,2.0
4737,17329,chehalis,WA,c2293y,c2293yt,c2293yt,46.6622,-122.9627,46.6622222,-122.9627778,2001-05-13,2001-08-03,82,2001,2001,6.0,81.56,3.0
12587,4941,venice beach,FL,dhv65t,dhv65tn,dhv65tk,27.099,-82.454,27.0997222,-82.4577778,1988-08-01,1988-06-01,61,1988,1988,382.0,79.6,4.0
7815,25239,russellville,AR,9ymb8w,9ymb8wn,9ymb8wn,35.27833,-93.13361,35.2783333,-93.1336111,2003-08-12,2004-04-15,247,2003,2004,0.0,59.64,5.0
7804,27506,nevada city,CA,9qczq5,9qczq5w,9qczq5r,39.26361,-121.0161,39.2616667,-121.015,2004-01-04,2004-11-09,310,2004,2004,236.0,51.64,6.0
13345,32935,manchester,VT,drsj91,drsj91w,drsj91w,43.1635,-73.0723,43.1636111,-73.0727778,2005-08-25,2006-07-29,338,2005,2006,41.0,51.5,7.0
3585,20054,monroe,WA,c2920x,c2920xb,c2920xb,47.85556,-121.9697,47.8555556,-121.9697222,2001-08-01,2002-08-15,379,2001,2002,2.0,49.04,8.0
3585,20147,monroe,WA,c2920x,c2920xb,c2920xb,47.85556,-121.9697,47.8555556,-121.9697222,2001-08-01,2002-08-23,387,2001,2002,2.0,48.52,9.0
5742,31333,mounds,IL,dn8e4k,dn8e4k2,dn8e4k2,37.1142,-89.1979,37.1141667,-89.1977778,2004-11-27,2005-12-29,397,2004,2005,11.0,47.8,10.0
7815,27072,russellville,AR,9ymb8w,9ymb8wn,9ymb8wn,35.27833,-93.13361,35.2783333,-93.1336111,2003-08-12,2004-10-04,419,2003,2004,0.0,46.56,11.0
7815,27454,russellville,AR,9ymb8w,9ymb8wn,9ymb8wn,35.27833,-93.13361,35.2783333,-93.1336111,2003-08-12,2004-11-05,451,2003,2004,0.0,44.73,12.0
51044,69842,panama city beach,FL,dj6gxm,dj6gxmq,dj6gxmq,30.1766,-85.8055,30.1763889,-85.8055556,2015-07-14,2014-04-12,458,2015,2014,24.0,44.14,13.0
51044,69778,panama city beach,FL,dj6gxm,dj6gxmq,dj6gxmq,30.1766,-85.8055,30.1763889,-85.8055556,2015-07-14,2014-04-09,461,2015,2014,24.0,43.98,14.0
147,18147,south lake tahoe,CA,9qftmx,9qftmxw,9qftmxw,38.93333,-119.9833,38.9333333,-119.9833333,2000-06-15,2001-11-12,515,2000,2001,3.0,41.45,15.0
1975,19848,loudon,NH,drtnjx,drtnjxy,drtnjxy,43.28556,-71.46778,43.2855556,-71.4677778,2001-01-10,2002-07-30,566,2001,2002,1.0,39.2,16.0
2255,12344,alturas,CA,9r6k10,9r6k108,9r6k108,41.48722,-120.5414,41.4872222,-120.5413889,2001-03-30,1999-09-01,576,2001,1999,1.0,38.78,17.0
2255,12343,alturas,CA,9r6k10,9r6k108,9r6k108,41.48722,-120.5414,41.4872222,-120.5413889,2001-03-30,1999-09-01,576,2001,1999,1.0,38.78,17.0
147,10777,south lake tahoe (meyers),CA,9qftmx,9qftmxw,9qftmxw,38.93333,-119.9833,38.9333333,-119.9833333,2000-06-15,1998-11-17,576,2000,1998,3.0,38.77,18.0
51044,67594,panama city beach,FL,dj6gxm,dj6gxmq,dj6gxmq,30.1766,-85.8055,30.1763889,-85.8055556,2015-07-14,2013-12-06,585,2015,2013,24.0,38.24,19.0
51044,66942,panama city beach,FL,dj6gxm,dj6gxmq,dj6gxmq,30.1766,-85.8055,30.1763889,-85.8055556,2015-07-14,2013-11-05,616,2015,2013,24.0,37.03,20.0
21714,43439,montevallo,AL,djfhr3,djfhr3w,djfhr3g,33.1,-86.86,33.1005556,-86.8641667,2007-09-12,2009-03-24,559,2007,2009,393.0,36.62,21.0
3585,22059,monroe,WA,c2920x,c2920xb,c2920xb,47.85556,-121.9697,47.8555556,-121.9697222,2001-08-01,2003-06-06,674,2001,2003,2.0,35.12,22.0
51044,64506,panama city beach,FL,dj6gxm,dj6gxmq,dj6gxmq,30.1766,-85.8055,30.1763889,-85.8055556,2015-07-14,2013-07-18,726,2015,2013,24.0,33.3,23.0
3585,22787,monroe,WA,c2920x,c2920xb,c2920xb,47.85556,-121.9697,47.8555556,-121.9697222,2001-08-01,2003-08-24,753,2001,2003,2.0,32.63,24.0
3585,22789,monroe,WA,c2920x,c2920xb,c2920xb,47.85556,-121.9697,47.8555556,-121.9697222,2001-08-01,2003-08-24,753,2001,2003,2.0,32.63,24.0
3766,22694,seaside,OR,c0pvsh,c0pvshg,c0pvshg,45.99378,-123.9211,45.9933333,-123.9213889,2001-08-03,2003-08-16,743,2001,2003,54.0,32.59,25.0
51044,63305,panama city beach,FL,dj6gxm,dj6gxmq,dj6gxmq,30.1766,-85.8055,30.1763889,-85.8055556,2015-07-14,2013-05-26,779,2015,2013,24.0,31.75,26.0
10919,2901,jacksonville,AR,9ynqrg,9ynqrgb,9ynqrgp,34.87,-92.12,34.8661111,-92.11,1975-09-15,1977-05-01,594,1975,1977,1010.0,31.66,27.0
51044,62644,panama city beach,FL,dj6gxm,dj6gxmq,dj6gxmq,30.1766,-85.8055,30.1763889,-85.8055556,2015-07-14,2013-04-06,829,2015,2013,24.0,30.42,28.0
4094,5754,benton,AR,9ynhth,9ynhthk,9ynhthk,34.56444,-92.58667,34.5644444,-92.5866667,1994-10-15,1992-06-02,865,1994,1992,1.0,29.67,29.0
3585,24339,monroe,WA,c2920x,c2920xb,c2920xb,47.85556,-121.9697,47.8555556,-121.9697222,2001-08-01,2003-12-29,880,2001,2003,2.0,29.31,30.0
7804,31995,nevada city,CA,9qczq5,9qczq5w,9qczq5r,39.26361,-121.0161,39.2616667,-121.015,2004-01-04,2006-04-07,824,2004,2006,236.0,29.31,30.0
1584,9147,roy,WA,c22g7s,c22g7sf,c22g7sf,47.00444,-122.5386,47.0044444,-122.5386111,2000-03-13,1997-08-15,941,2000,1997,1.0,27.94,31.0
919,10777,south lake tahoe (meyers),CA,9qftmx,9qftmxw,9qftmxw,38.93333,-119.9833,38.9333333,-119.9833333,1996-04-10,1998-11-17,951,1996,1998,3.0,27.72,32.0
51044,61031,panama city beach,FL,dj6gxm,dj6gxmq,dj6gxmq,30.1766,-85.8055,30.1763889,-85.8055556,2015-07-14,2012-11-24,962,2015,2012,24.0,27.37,33.0
7815,15639,russellville,AR,9ymb8w,9ymb8wn,9ymb8wn,35.27833,-93.13361,35.2783333,-93.1336111,2003-08-12,2000-12-10,975,2003,2000,0.0,27.24,34.0
4737,24575,chehalis,WA,c2293y,c2293yt,c2293yt,46.6622,-122.9627,46.6622222,-122.9627778,2001-05-13,2004-01-30,992,2001,2004,6.0,26.87,35.0
3585,10712,monroe,WA,c2920x,c2920xb,c2920xb,47.85556,-121.9697,47.8555556,-121.9697222,2001-08-01,1998-11-06,999,2001,1998,2.0,26.75,36.0
24646,24275,hayneville,AL,djdrjf,djdrjfc,djdrjff,32.184,-86.581,32.1838889,-86.5802778,2001-04-13,2003-12-23,984,2001,2003,69.0,26.69,37.0
5260,1939,crescent city,CA,9prtt9,9prtt9r,9prtt9r,41.75611,-124.2006,41.7561111,-124.2005556,1975-09-01,1972-11-01,1034,1975,1972,4.0,26.07,38.0
3585,10484,monroe,WA,c2920x,c2920xb,c2920xb,47.85556,-121.9697,47.8555556,-121.9697222,2001-08-01,1998-09-25,1041,2001,1998,2.0,25.95,39.0
3766,10329,seaside,OR,c0pvsh,c0pvshg,c0pvshg,45.99378,-123.9211,45.9933333,-123.9213889,2001-08-03,1998-09-01,1067,2001,1998,54.0,25.22,40.0
7815,14864,russellville,AR,9ymb8w,9ymb8wn,9ymb8wn,35.27833,-93.13361,35.2783333,-93.1336111,2003-08-12,2000-08-20,1087,2003,2000,0.0,25.14,41.0
31488,7555,pilot rock,OR,c256xz,c256xzy,c256xzz,45.48318,-118.83,45.4833333,-118.8288889,1998-10-15,1995-11-08,1072,1998,1995,88.0,24.96,42.0
7815,33107,russellville,AR,9ymb8w,9ymb8wn,9ymb8wn,35.27833,-93.13361,35.2783333,-93.1336111,2003-08-12,2006-08-15,1099,2003,2006,0.0,24.93,43.0
10776,17989,pilot mountain (near),NC,dnqybz,dnqybzk,dnqybzg,36.38287,-80.46865,36.3863889,-80.4697222,1999-01-16,2001-10-18,1006,1999,2001,403.0,24.64,44.0
51044,55850,panama city beach,FL,dj6gxm,dj6gxmq,dj6gxmq,30.1766,-85.8055,30.1763889,-85.8055556,2015-07-14,2012-03-08,1223,2015,2012,24.0,22.88,45.0
13345,42836,manchester,VT,drsj91,drsj91w,drsj91w,43.1635,-73.0723,43.1636111,-73.0727778,2005-08-25,2009-01-24,1248,2005,2009,41.0,22.44,46.0
1584,22901,roy,WA,c22g7s,c22g7sf,c22g7sf,47.00444,-122.5386,47.0044444,-122.5386111,2000-03-13,2003-08-31,1266,2000,2003,1.0,22.37,47.0
3585,28336,monroe,WA,c2920x,c2920xb,c2920xb,47.85556,-121.9697,47.8555556,-121.9697222,2001-08-01,2005-03-03,1310,2001,2005,2.0,21.78,48.0
7804,14801,nevada city,CA,9qczq5,9qczq5w,9qczq5r,39.26361,-121.0161,39.2616667,-121.015,2004-01-04,2000-08-14,1238,2004,2000,236.0,21.74,49.0
7804,14800,nevada city,CA,9qczq5,9qczq5w,9qczq5r,39.26361,-121.0161,39.2616667,-121.015,2004-01-04,2000-08-13,1239,2004,2000,236.0,21.73,50.0
4737,28140,chehalis,WA,c2293y,c2293yt,c2293yt,46.6622,-122.9627,46.6622222,-122.9627778,2001-05-13,2005-02-08,1367,2001,2005,6.0,21.05,51.0
147,25217,south lake tahoe,CA,9qftmx,9qftmxw,9qftmxw,38.93333,-119.9833,38.9333333,-119.9833333,2000-06-15,2004-04-11,1396,2000,2004,3.0,20.71,52.0
2255,28371,alturas,CA,9r6k10,9r6k108,9r6k108,41.48722,-120.5414,41.4872222,-120.5413889,2001-03-30,2005-03-07,1438,2001,2005,1.0,20.24,53.0
2255,28370,alturas,CA,9r6k10,9r6k108,9r6k108,41.48722,-120.5414,41.4872222,-120.5413889,2001-03-30,2005-03-07,1438,2001,2005,1.0,20.24,53.0
4760,10827,kenton,OH,dphx1r,dphx1r5,dphx1rt,40.6445,-83.6118,40.6469444,-83.6097222,2002-07-18,1998-11-24,1332,2002,1998,323.0,20.2,54.0
4760,10826,kenton,OH,dphx1r,dphx1r5,dphx1rt,40.6445,-83.6118,40.6469444,-83.6097222,2002-07-18,1998-11-24,1332,2002,1998,323.0,20.2,54.0
5260,1797,crescent city,CA,9prtt9,9prtt9r,9prtt9r,41.75611,-124.2006,41.7561111,-124.2005556,1975-09-01,1971-09-15,1447,1975,1971,4.0,20.13,55.0
5321,21480,kingston,MI,dpsygp,dpsygp3,dpsygp3,43.41444,-83.18583,43.4144444,-83.1858333,1999-02-15,2003-02-13,1459,1999,2003,1.0,20.01,56.0
7815,36759,russellville,AR,9ymb8w,9ymb8wn,9ymb8wn,35.27833,-93.13361,35.2783333,-93.1336111,2003-08-12,2007-08-20,1469,2003,2007,0.0,19.9,57.0
2255,8434,alturas,CA,9r6k10,9r6k108,9r6k108,41.48722,-120.5414,41.4872222,-120.5413889,2001-03-30,1997-01-15,1535,2001,1997,1.0,19.21,58.0
3585,31298,monroe,WA,c2920x,c2920xb,c2920xb,47.85556,-121.9697,47.8555556,-121.9697222,2001-08-01,2005-12-24,1606,2001,2005,2.0,18.51,59.0
4737,31191,chehalis,WA,c2293y,c2293yt,c2293yt,46.6622,-122.9627,46.6622222,-122.9627778,2001-05-13,2005-12-08,1670,2001,2005,6.0,17.91,60.0
1584,7025,roy (near),WA,c22g7s,c22g7sf,c22g7sf,47.00444,-122.5386,47.0044444,-122.5386111,2000-03-13,1995-06-15,1733,2000,1995,1.0,17.39,61.0
1637,13798,mountain home (3 miles so. of mo in center of ar),AR,9yqq9w,9yqq9wx,9yqq9wx,36.33528,-92.385,36.3352778,-92.385,1995-05-15,2000-03-09,1760,1995,2000,0.0,17.18,62.0
7815,40659,russellville,AR,9ymb8w,9ymb8wn,9ymb8wn,35.27833,-93.13361,35.2783333,-93.1336111,2003-08-12,2008-07-30,1814,2003,2008,0.0,16.75,63.0
3585,8074,monroe,WA,c2920x,c2920xb,c2920xb,47.85556,-121.9697,47.8555556,-121.9697222,2001-08-01,1996-07-01,1857,2001,1996,2.0,16.42,64.0
1584,6485,roy,WA,c22g7s,c22g7sf,c22g7sf,47.00444,-122.5386,47.0044444,-122.5386111,2000-03-13,1994-12-30,1900,2000,1994,1.0,16.11,65.0
4134,21587,perkins,OK,9y6uxu,9y6uxuy,9y6uxuy,35.97389,-97.03333,35.9738889,-97.0333333,1997-11-15,2003-03-01,1932,1997,2003,0.0,15.89,66.0
2255,33268,alturas,CA,9r6k10,9r6k108,9r6k108,41.48722,-120.5414,41.4872222,-120.5413889,2001-03-30,2006-08-29,1978,2001,2006,1.0,15.58,67.0
1637,15321,mountain home,AR,9yqq9w,9yqq9wx,9yqq9wx,36.33528,-92.385,36.3352778,-92.385,1995-05-15,2000-10-23,1988,1995,2000,0.0,15.51,68.0
7815,43057,russellville,AR,9ymb8w,9ymb8wn,9ymb8wn,35.27833,-93.13361,35.2783333,-93.1336111,2003-08-12,2009-02-12,2011,2003,2009,0.0,15.36,69.0
7815,43058,russellville,AR,9ymb8w,9ymb8wn,9ymb8wn,35.27833,-93.13361,35.2783333,-93.1336111,2003-08-12,2009-02-12,2011,2003,2009,0.0,15.36,69.0
2255,7396,alturas,CA,9r6k10,9r6k108,9r6k108,41.48722,-120.5414,41.4872222,-120.5413889,2001-03-30,1995-09-18,2020,2001,1995,1.0,15.3,70.0
919,18147,south lake tahoe,CA,9qftmx,9qftmxw,9qftmxw,38.93333,-119.9833,38.9333333,-119.9833333,1996-04-10,2001-11-12,2042,1996,2001,3.0,15.16,71.0
147,32516,south lake tahoe,CA,9qftmx,9qftmxw,9qftmxw,38.93333,-119.9833,38.9333333,-119.9833333,2000-06-15,2006-06-14,2190,2000,2006,3.0,14.28,72.0
7815,45081,russellville,AR,9ymb8w,9ymb8wn,9ymb8wn,35.27833,-93.13361,35.2783333,-93.1336111,2003-08-12,2009-08-22,2202,2003,2009,0.0,14.22,73.0
4737,35764,chehalis,WA,c2293y,c2293yt,c2293yt,46.6622,-122.9627,46.6622222,-122.9627778,2001-05-13,2007-05-25,2203,2001,2007,6.0,14.2,74.0
147,32681,south lake tahoe,CA,9qftmx,9qftmxw,9qftmxw,38.93333,-119.9833,38.9333333,-119.9833333,2000-06-15,2006-07-04,2210,2000,2006,3.0,14.17,75.0
7815,9074,russellville,AR,9ymb8w,9ymb8wn,9ymb8wn,35.27833,-93.13361,35.2783333,-93.1336111,2003-08-12,1997-07-20,2214,2003,1997,0.0,14.15,76.0
3585,7045,monroe,WA,c2920x,c2920xb,c2920xb,47.85556,-121.9697,47.8555556,-121.9697222,2001-08-01,1995-06-23,2231,2001,1995,2.0,14.05,77.0
4737,36827,chehalis,WA,c2293y,c2293yt,c2293yt,46.6622,-122.9627,46.6622222,-122.9627778,2001-05-13,2007-08-27,2297,2001,2007,6.0,13.7,78.0
3585,37914,monroe,WA,c2920x,c2920xb,c2920xb,47.85556,-121.9697,47.8555556,-121.9697222,2001-08-01,2007-11-30,2312,2001,2007,2.0,13.63,79.0
3585,39237,monroe,WA,c2920x,c2920xb,c2920xb,47.85556,-121.9697,47.8555556,-121.9697222,2001-08-01,2008-04-06,2440,2001,2008,2.0,13.01,80.0
7804,48361,nevada city,CA,9qczq5,9qczq5w,9qczq5r,39.26361,-121.0161,39.2616667,-121.015,2004-01-04,2010-07-19,2388,2004,2010,236.0,12.66,81.0
7815,47903,russellville,AR,9ymb8w,9ymb8wn,9ymb8wn,35.27833,-93.13361,35.2783333,-93.1336111,2003-08-12,2010-07-04,2518,2003,2010,0.0,12.66,81.0
7815,48117,russellville,AR,9ymb8w,9ymb8wn,9ymb8wn,35.27833,-93.13361,35.2783333,-93.1336111,2003-08-12,2010-07-07,2521,2003,2010,0.0,12.65,82.0
12732,52850,mulberry,FL,dhvwww,dhvwwwh,dhvwwwh,27.89469,-81.9742,27.895,-81.9736111,2004-10-12,2011-08-19,2502,2004,2011,67.0,12.56,83.0
7548,8384,woodville (outside),TX,9vkz5d,9vkz5d2,9vkz5d2,30.775,-94.41528,30.775,-94.4152778,2003-12-12,1996-12-17,2551,2003,1996,0.0,12.52,84.0
3585,40849,monroe,WA,c2920x,c2920xb,c2920xb,47.85556,-121.9697,47.8555556,-121.9697222,2001-08-01,2008-08-10,2566,2001,2008,2.0,12.45,85.0
13345,59091,manchester (near),VT,drsj91,drsj91w,drsj91w,43.1635,-73.0723,43.1636111,-73.0727778,2005-08-25,2012-08-24,2556,2005,2012,41.0,12.39,86.0
21714,69341,montevallo,AL,djfhr3,djfhr3w,djfhr3g,33.1,-86.86,33.1005556,-86.8641667,2007-09-12,2014-03-10,2371,2007,2014,393.0,12.37,87.0
147,36716,south lake tahoe,CA,9qftmx,9qftmxw,9qftmxw,38.93333,-119.9833,38.9333333,-119.9833333,2000-06-15,2007-08-17,2619,2000,2007,3.0,12.22,88.0
4737,40720,chehalis,WA,c2293y,c2293yt,c2293yt,46.6622,-122.9627,46.6622222,-122.9627778,2001-05-13,2008-08-02,2638,2001,2008,6.0,12.14,89.0
51044,39407,panama city beach,FL,dj6gxm,dj6gxmq,dj6gxmq,30.1766,-85.8055,30.1763889,-85.8055556,2015-07-14,2008-04-19,2642,2015,2008,24.0,12.08,90.0
13345,61012,manchester,VT,drsj91,drsj91w,drsj91w,43.1635,-73.0723,43.1636111,-73.0727778,2005-08-25,2012-11-23,2647,2005,2012,41.0,12.02,91.0
13345,60994,manchester,VT,drsj91,drsj91w,drsj91w,43.1635,-73.0723,43.1636111,-73.0727778,2005-08-25,2012-11-22,2646,2005,2012,41.0,12.02,91.0
3585,43020,monroe,WA,c2920x,c2920xb,c2920xb,47.85556,-121.9697,47.8555556,-121.9697222,2001-08-01,2009-02-09,2749,2001,2009,2.0,11.72,92.0
7815,51045,russellville,AR,9ymb8w,9ymb8wn,9ymb8wn,35.27833,-93.13361,35.2783333,-93.1336111,2003-08-12,2011-03-31,2788,2003,2011,0.0,11.58,93.0
3585,44019,monroe,WA,c2920x,c2920xb,c2920xb,47.85556,-121.9697,47.8555556,-121.9697222,2001-08-01,2009-05-31,2860,2001,2009,2.0,11.31,94.0
147,39567,south lake tahoe,CA,9qftmx,9qftmxw,9qftmxw,38.93333,-119.9833,38.9333333,-119.9833333,2000-06-15,2008-04-30,2876,2000,2008,3.0,11.26,95.0
3585,44435,monroe,WA,c2920x,c2920xb,c2920xb,47.85556,-121.9697,47.8555556,-121.9697222,2001-08-01,2009-07-04,2894,2001,2009,2.0,11.2,96.0
12587,7948,venice,FL,dhv65t,dhv65tn,dhv65tq,27.099,-82.454,27.0994444,-82.4544444,1988-08-01,1996-05-22,2851,1988,1996,66.0,11.2,96.0
502,34467,foresthill,CA,9qfjfx,9qfjfx0,9qfjfxr,39.01917,-120.8275,39.0202778,-120.8169444,2000-06-17,2006-12-31,2388,2000,2006,920.0,11.2,96.0
3585,44437,monroe,WA,c2920x,c2920xb,c2920xb,47.85556,-121.9697,47.8555556,-121.9697222,2001-08-01,2009-07-04,2894,2001,2009,2.0,11.2,96.0
919,25217,south lake tahoe,CA,9qftmx,9qftmxw,9qftmxw,38.93333,-119.9833,38.9333333,-119.9833333,1996-04-10,2004-04-11,2923,1996,2004,3.0,11.09,97.0
3766,45433,seaside,OR,c0pvsh,c0pvshg,c0pvshg,45.99378,-123.9211,45.9933333,-123.9213889,2001-08-03,2009-09-15,2965,2001,2009,54.0,10.84,98.0
13345,66851,manchester,VT,drsj91,drsj91w,drsj91w,43.1635,-73.0723,43.1636111,-73.0727778,2005-08-25,2013-11-02,2991,2005,2013,41.0,10.79,99.0
1637,23081,mountain home,AR,9yqq9w,9yqq9wx,9yqq9wx,36.33528,-92.385,36.3352778,-92.385,1995-05-15,2003-09-13,3043,1995,2003,0.0,10.71,100.0
7815,55115,russellville,AR,9ymb8w,9ymb8wn,9ymb8wn,35.27833,-93.13361,35.2783333,-93.1336111,2003-08-12,2012-01-08,3071,2003,2012,0.0,10.62,101.0
51044,34444,panama city beach,FL,dj6gxm,dj6gxmq,dj6gxmq,30.1766,-85.8055,30.1763889,-85.8055556,2015-07-14,2006-12-28,3120,2015,2006,24.0,10.42,102.0
7804,56231,nevada city,CA,9qczq5,9qczq5w,9qczq5r,39.26361,-121.0161,39.2616667,-121.015,2004-01-04,2012-04-01,3010,2004,2012,236.0,10.33,103.0
12732,64172,mulberry,FL,dhvwww,dhvwwwh,dhvwwwh,27.89469,-81.9742,27.895,-81.9736111,2004-10-12,2013-07-05,3188,2004,2013,67.0,10.14,104.0
7815,58764,russellville,AR,9ymb8w,9ymb8wn,9ymb8wn,35.27833,-93.13361,35.2783333,-93.1336111,2003-08-12,2012-08-11,3287,2003,2012,0.0,9.99,105.0
12587,8931,venice,FL,dhv65t,dhv65tn,dhv65tq,27.099,-82.454,27.0994444,-82.4544444,1988-08-01,1997-06-30,3255,1988,1997,66.0,9.95,106.0
51044,32779,panama city beach,FL,dj6gxm,dj6gxmq,dj6gxmq,30.1766,-85.8055,30.1763889,-85.8055556,2015-07-14,2006-07-14,3287,2015,2006,24.0,9.95,106.0
3585,48752,monroe,WA,c2920x,c2920xb,c2920xb,47.85556,-121.9697,47.8555556,-121.9697222,2001-08-01,2010-08-17,3303,2001,2010,2.0,9.95,106.0
51044,32753,panama city beach,FL,dj6gxm,dj6gxmq,dj6gxmq,30.1766,-85.8055,30.1763889,-85.8055556,2015-07-14,2006-07-12,3289,2015,2006,24.0,9.94,107.0
51044,32637,panama city beach,FL,dj6gxm,dj6gxmq,dj6gxmq,30.1766,-85.8055,30.1763889,-85.8055556,2015-07-14,2006-06-28,3303,2015,2006,24.0,9.9,108.0
3766,48687,seaside,OR,c0pvsh,c0pvshg,c0pvshg,45.99378,-123.9211,45.9933333,-123.9213889,2001-08-03,2010-08-13,3297,2001,2010,54.0,9.86,109.0
3585,49376,monroe,WA,c2920x,c2920xb,c2920xb,47.85556,-121.9697,47.8555556,-121.9697222,2001-08-01,2010-10-05,3352,2001,2010,2.0,9.82,110.0
7548,62230,woodville,TX,9vkz5d,9vkz5d2,9vkz5d2,30.775,-94.41528,30.775,-94.4152778,2003-12-12,2013-02-26,3364,2003,2013,0.0,9.79,111.0
