uap_id,datetime,city,state_code,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude,rounded_dt,date_str,hour_str,weather_cloud,weather_temp_f,weather_condition,condition_groups
,2012-10-06 10:45:00,emerald (australia),,,au,light,900.0,10-15 minutes,12 to 14 orange lights travelling from west to south.,10/30/2012,-37.931671,145.440933,2012-10-06 11:00:00,2012-10-06,11,77.0,49.8,Moderate rain at times,Rain
59967,2012-10-06 13:00:00,spring city,PA,pa,us,other,600.0,10 minutes,Daytime Pennant Shaped Object near Philadelphia,10/30/2012,40.1766667,-75.5480556,2012-10-06 13:00:00,2012-10-06,13,68.0,70.2,Cloudy,Cloudy
59968,2012-10-06 15:17:00,seattle,WA,wa,us,triangle,0.0,one picture frame,Possible Stealth Plane Near Space Needle,10/30/2012,47.6063889,-122.3308333,2012-10-06 15:00:00,2012-10-06,15,5.0,71.1,Sunny,Clear
59970,2012-10-06 19:30:00,chesapeake,VA,va,us,sphere,600.0,10 minutes,Many red round spheres of light. All traveling together then ascended into the sky.,10/30/2012,36.8188889,-76.2752778,2012-10-06 20:00:00,2012-10-06,20,36.0,67.9,Partly cloudy,Cloudy
59969,2012-10-06 19:30:00,freeport,ME,me,us,light,120.0,2 minutes,7 solid orange lights over Freeport,10/30/2012,43.8569444,-70.1036111,2012-10-06 20:00:00,2012-10-06,20,21.0,54.4,Clear,Clear
,2012-10-06 19:50:00,kingston (canada),,on,ca,fireball,2400.0,40 minutes,October 6&#44 2013&#44 three passes of 6-10 bright orange fireballs/lights moving in formation was observed over Kingston Ontario.,10/14/2013,44.233333,-76.483333,2012-10-06 20:00:00,2012-10-06,20,16.0,48.7,Clear,Clear
59971,2012-10-06 20:00:00,luray,VA,va,us,triangle,0.0,now,Lights hovering over massanutten mtn. near rilleyville va.,10/30/2012,38.6652778,-78.4597222,2012-10-06 20:00:00,2012-10-06,20,4.0,51.5,Clear,Clear
59972,2012-10-06 20:20:00,hollywood,FL,fl,us,fireball,120.0,2 minutes,On October 6&#44 2012 I observed a torchlike like drifting over Hollywood&#44 FL for about 2 minutes which then rose into the cloud cover,10/30/2012,26.0108333,-80.1497222,2012-10-06 20:00:00,2012-10-06,20,53.0,78.9,Patchy rain possible,Rain
59973,2012-10-06 20:30:00,bonney lake,WA,wa,us,other,1800.0,15-30 minutes,Orange like flare objects that turn red then back to bright orange then disappearing in the bright blue sky,10/30/2012,47.1772222,-122.1852778,2012-10-06 20:00:00,2012-10-06,20,4.0,51.9,Clear,Clear
59974,2012-10-06 20:42:00,brownsburg,IN,in,us,fireball,180.0,3 minutes,Orange Orbs South East of Brownsbrug&#44 IN,10/30/2012,39.8433333,-86.3977778,2012-10-06 21:00:00,2012-10-06,21,58.0,44.3,Partly cloudy,Cloudy
59975,2012-10-06 21:00:00,downingtown,PA,pa,us,light,120.0,2 minutes,Silent red light flies and disappears over neighborhood,10/30/2012,40.0063889,-75.7036111,2012-10-06 21:00:00,2012-10-06,21,3.0,51.5,Clear,Clear
59976,2012-10-06 21:05:00,torrington,CT,ct,us,changing,300.0,5 minutes,Two orange illuminated objects&#44 total silence from them which made 3 passes in front of my house about 10 min of activity.,10/30/2012,41.8005556,-73.1216667,2012-10-06 21:00:00,2012-10-06,21,1.0,51.0,Clear,Clear
,2012-10-06 21:11:00,johannesburg (kempton park) (republic of south africa),,,,circle,600.0,10 minutes,RSA&#44 silent&#44 bright orange&#44 moving slowly&#44 one did two 90&#176; turns&#44 + 4 sets of 3&#44 photos came out very well.,10/30/2012,0,0.0,2012-10-06 21:00:00,2012-10-06,21,,,,Other
,2012-10-06 21:30:00,,,,,,0.0,,,On Saturday at around 21:30 I got a text from my wife saying words to the effect of &#39you&#39ll never believe but the lights are back.,10/30/2012,0.0,2012-10-06 22:00:00,2012-10-06,22,11.0,79.2,Clear,Clear
59979,2012-10-06 21:30:00,marinette,WI,wi,us,fireball,120.0,2 minutes,We watched this orange light cross the sky&#44 stopping over our home for a few seconds&#44 then continued on.,10/30/2012,45.1000000,-87.6305556,2012-10-06 22:00:00,2012-10-06,22,8.0,37.2,Clear,Clear
59977,2012-10-06 21:30:00,north salt lake,UT,ut,us,light,10.0,10 seconds or less,A bright light appeared and shot towards the horizon at an incredible speed but went out before reaching the horizon.,10/30/2012,40.8486111,-111.9061111,2012-10-06 22:00:00,2012-10-06,22,0.0,48.6,Clear,Clear
59978,2012-10-06 21:30:00,visalia,CA,ca,us,other,5.0,5 seconds,It was moving very fast&#44 steady&#44 moving silently and it was brown but very dim&#44 in a crescent shape,10/30/2012,36.3302778,-119.2911111,2012-10-06 22:00:00,2012-10-06,22,3.0,67.7,Clear,Clear
,2012-10-06 21:40:00,brockville (near) (canada),,on,ca,triangle,10.0,10 seconds,Ontario country road October 2012&#44 large spotlight over home&#44 and triangular object with green &amp; white lights across road over treeline,10/30/2012,44.583333,-75.683333,2012-10-06 22:00:00,2012-10-06,22,8.0,45.1,Clear,Clear
59980,2012-10-06 21:45:00,salem,NH,nh,us,circle,120.0,2 minutes,Driving on 93 No. towards Manchester. A bright circular light came down from the horizon getting brighter by the second&#44 hovered motion,10/30/2012,42.7883333,-71.2013889,2012-10-06 22:00:00,2012-10-06,22,7.0,51.7,Clear,Clear
59981,2012-10-06 22:00:00,west columbia,SC,sc,us,cylinder,600.0,10 minutes,ORANGE GLOWING OBJECT SEEN IN NIGHT SKY,10/30/2012,34.0005556,-81.035,2012-10-06 22:00:00,2012-10-06,22,12.0,69.3,Clear,Clear
59982,2012-10-06 22:10:00,st. charles,IL,il,us,light,1200.0,20 minutes,14-15 Red lights over Kane County near St. Charles&#44 Illinos.,10/30/2012,41.9141667,-88.3086111,2012-10-06 22:00:00,2012-10-06,22,30.0,40.1,Partly cloudy,Cloudy
59983,2012-10-06 22:45:00,rockport,MA,ma,us,circle,300.0,5 minutes,Glowing low flying lights in formation over Rockport&#44 MA.,10/30/2012,42.6555556,-70.6208333,2012-10-06 23:00:00,2012-10-06,23,3.0,52.9,Clear,Clear
59985,2012-10-06 23:30:00,pittsburgh,PA,pa,us,light,600.0,10 minutes plus,Circling yellow light over Pittsburgh,10/30/2012,40.4405556,-79.9961111,2012-10-07 00:00:00,2012-10-07,0,70.0,45.2,Cloudy,Cloudy
59984,2012-10-06 23:30:00,st. louis,MO,mo,us,light,1200.0,20 minutes,4-6 white lights circling in the southeast and east sky over St. Louis&#44 above the clouds.,10/30/2012,38.6272222,-90.1977778,2012-10-07 00:00:00,2012-10-07,0,3.0,41.2,Clear,Clear
,2012-10-06 23:30:00,thompson (canada),,mb,ca,light,1800.0,30 minutes,2 Bright lights&#44 Noises of white noise and screeching on phones. Vehicle problems.,10/30/2012,55.75,-97.866667,2012-10-07 00:00:00,2012-10-07,0,15.0,29.5,Clear,Clear
,2013-10-06 00:00:00,picardie (france),,,,unknown,0.0,ongoing,im aint a ufo guy&#44 but there is a alluminated patch of light witch keeps moving lEft then right.  ((NUFORC Note:  Star??  PD)),10/14/2013,49.663613,2.528073,2013-10-06 00:00:00,2013-10-06,0,22.0,51.6,Clear,Clear
66271,2013-10-06 07:00:00,peoria,AZ,az,us,fireball,0.0,,I saw too floating fire ball like objects floating in the sky.,10/14/2013,33.5805556,-112.2366667,2013-10-06 07:00:00,2013-10-06,7,0.0,60.7,Sunny,Clear
66272,2013-10-06 15:20:00,eastsound,WA,wa,us,formation,120.0,~2 minutes,2 unidentified high-wing large model aircraft flying low over water proceeding south along west side of East Sound.,10/23/2013,48.6969444,-122.9041667,2013-10-06 15:00:00,2013-10-06,15,70.0,63.3,Cloudy,Cloudy
66273,2013-10-06 16:00:00,greeneville,TN,tn,us,cylinder,300.0,5 minutes,Silver metallic craft.,10/23/2013,36.1630556,-82.8311111,2013-10-06 16:00:00,2013-10-06,16,12.0,77.9,Sunny,Clear
66274,2013-10-06 17:00:00,lincoln,NE,ne,us,triangle,10800.0,3 hours,First seen in broad daylight.,10/14/2013,40.8000000,-96.6666667,2013-10-06 17:00:00,2013-10-06,17,5.0,53.5,Sunny,Clear
66275,2013-10-06 17:00:00,torrance,CA,ca,us,sphere,600.0,10 minutes,I was driving in Carson Street&#44 Torrance&#44 California around 5PM&#44 sky was bright and clear. I noticed up ahead a bright two spheres fly,10/14/2013,33.8358333,-118.3397222,2013-10-06 17:00:00,2013-10-06,17,24.0,75.0,Sunny,Clear
66276,2013-10-06 17:35:00,los angeles,CA,ca,us,oval,1500.0,25 minutes,2nd time witnessing two unidentified flying objects in Los Angeles,10/14/2013,34.0522222,-118.2427778,2013-10-06 18:00:00,2013-10-06,18,20.0,76.1,Sunny,Clear
66277,2013-10-06 18:10:00,mccall,ID,id,us,cigar,1500.0,25:00,Hovering cigar shaped object that resembled a comet trail but there was no movement.,10/23/2013,44.9111111,-116.0977778,2013-10-06 18:00:00,2013-10-06,18,0.0,51.4,Sunny,Clear
66278,2013-10-06 19:30:00,ashford,CT,ct,us,fireball,900.0,15 minutes,Ten fireballs traveling in a straight line across the horizon,11/11/2013,41.8730556,-72.1219444,2013-10-06 20:00:00,2013-10-06,20,97.0,59.2,Overcast,Cloudy
66279,2013-10-06 19:45:00,katy,TX,tx,us,oval,180.0,2-3 minutes,Blue/Grey colored oval shape. The next day&#44 fast moving pulsing object. Texas.,10/14/2013,29.7855556,-95.8241667,2013-10-06 20:00:00,2013-10-06,20,0.0,65.5,Clear,Clear
66281,2013-10-06 20:00:00,longmont,CO,co,us,light,3.0,3 seconds,Streak of light.,10/14/2013,40.1672222,-105.1013889,2013-10-06 20:00:00,2013-10-06,20,0.0,51.4,Clear,Clear
66280,2013-10-06 20:00:00,manson,WA,wa,us,light,600.0,10 minutes,Big bright light hovering over mountain in manson.,10/14/2013,47.8850000,-120.1572222,2013-10-06 20:00:00,2013-10-06,20,2.0,50.5,Clear,Clear
66282,2013-10-06 21:00:00,lake placid,FL,fl,us,unknown,1.0,<1 second,Damn I wish I had been reording the sky.,10/14/2013,27.2927778,-81.3630556,2013-10-06 21:00:00,2013-10-06,21,9.0,74.8,Clear,Clear
66283,2013-10-06 21:00:00,steamboat springs,CO,co,us,rectangle,180.0,3 minutes,Green and red craft that dropped a smaller white light.,10/14/2013,40.4850000,-106.8311111,2013-10-06 21:00:00,2013-10-06,21,10.0,23.8,Clear,Clear
66284,2013-10-06 21:10:00,bremerton,WA,wa,us,other,300.0,5 minutes,2 crescent shapes hovering over Bremerton&#44 WA.,10/14/2013,47.5675000,-122.6313889,2013-10-06 21:00:00,2013-10-06,21,93.0,53.3,Overcast,Cloudy
66285,2013-10-06 21:56:00,canyonville,OR,or,us,unknown,3600.0,1 hour,3 lighted spacecrafts that formed Triangular shape &amp; ascended straight up into the sky&#44 moving at unbelievable speed.,10/14/2013,42.9275000,-123.28,2013-10-06 22:00:00,2013-10-06,22,41.0,48.9,Partly cloudy,Cloudy
66286,2013-10-06 22:30:00,winter park,FL,fl,us,triangle,300.0,5 minutes,Boyfriend and I saw triangular craft with bright yellow lights and a low humming sound pass bedroom window twice.,10/14/2013,28.5997222,-81.3394444,2013-10-06 22:00:00,2013-10-06,22,16.0,75.4,Clear,Clear
66287,2013-10-06 23:11:00,opelika,AL,al,us,flash,2.0,2 seconds,A large bright flash&#44 then moments later a &#39V&#39 shaped light int he sky,10/14/2013,32.6452778,-85.3783333,2013-10-06 23:00:00,2013-10-06,23,76.0,68.5,Moderate or heavy rain shower,Rain
49392,2010-10-07 00:30:00,clinton,WA,wa,us,cone,60.0,less than minute,My home is on the south end of Whidbey Island in Washington. About 30 miles north of Seattle. The view from my bedroom is to the east,11/21/2010,47.9786111,-122.3544444,2010-10-07 00:00:00,2010-10-07,0,0.0,51.1,Clear,Clear
49393,2010-10-07 05:05:00,aurora,IL,il,us,other,10.0,5-10 seconds,Crystal clear morning (either 10/7 or 10/8). I went out to get my newspaper in the driveway and looked up at the sky to enjoy the stars,11/21/2010,41.7605556,-88.32,2010-10-07 05:00:00,2010-10-07,5,7.0,49.8,Clear,Clear
49394,2010-10-07 19:30:00,antelope,CA,ca,us,other,120.0,2 miniutes,Crescent Moon shaped object in Sacramento County California,11/21/2010,38.7083333,-121.3288889,2010-10-07 20:00:00,2010-10-07,20,12.0,62.0,Clear,Clear
49395,2010-10-07 20:15:00,fort worth,TX,tx,us,circle,30.0,30 seconds,Very bright twin planet-like lights appearing to E/SE of Fort worth&#44 TX that faded out very fast.,11/21/2010,32.7252778,-97.3205556,2010-10-07 20:00:00,2010-10-07,20,0.0,69.2,Clear,Clear
49396,2010-10-07 21:00:00,paint rock,TX,tx,us,light,7200.0,approx. 2 hrs.,Lights over Paint Rock,11/21/2010,31.5083333,-99.9197222,2010-10-07 21:00:00,2010-10-07,21,0.0,67.0,Clear,Clear
49397,2010-10-07 21:02:00,spring hill,FL,fl,us,,4.0,4 seconds,Seven faint lights in a tight v formation traveling rapidly across sky and fade away.,11/21/2010,28.5555556,-82.4505556,2010-10-07 21:00:00,2010-10-07,21,0.0,66.1,Clear,Clear
49398,2010-10-07 21:40:00,clarksville,TN,tn,us,sphere,2400.0,40 minutes,Pulsating sphere hovering over Ft. Campbell area for two nights in a row&#44 moving erratically and shining brightly.,11/21/2010,36.5297222,-87.3594444,2010-10-07 22:00:00,2010-10-07,22,0.0,61.3,Clear,Clear
49399,2010-10-07 22:35:00,abilene,TX,tx,us,light,300.0,5 mins,2 red lights appear and disappear in the southeast skys over Abilene.,11/21/2010,32.4486111,-99.7327778,2010-10-07 23:00:00,2010-10-07,23,0.0,62.9,Clear,Clear
49400,2010-10-07 23:30:00,imperial,MO,mo,us,light,7200.0,2+hours,3 cluster balls of light - UFO,11/21/2010,38.3697222,-90.3783333,2010-10-08 00:00:00,2010-10-08,0,0.0,55.9,Clear,Clear
53638,2011-10-07 05:50:00,waldo,AR,ar,us,unknown,30.0,30 seconds,Zigzagging light with 2 additional bursts of light.,10/10/2011,33.3513889,-93.2955556,2011-10-07 06:00:00,2011-10-07,6,0.0,62.6,Clear,Clear
53639,2011-10-07 06:15:00,high bridge,NJ,nj,us,light,1200.0,20 minutes,My 12 year-old son noticed what appeared to be a star hovering and then moving around.  It looks like it may have been over Round Valle,10/10/2011,40.6669444,-74.8961111,2011-10-07 06:00:00,2011-10-07,6,4.0,43.3,Clear,Clear
53640,2011-10-07 11:22:00,jacksonville,FL,fl,us,fireball,1.0,split second,FIVE ORANGE&#44 PURPLE&#44 AND COBALT AND WHITE BALLS OF LIGHT FLASHED ACROSS NIGHT SKY.,12/12/2011,30.3319444,-81.6558333,2011-10-07 11:00:00,2011-10-07,11,78.0,76.3,Heavy rain at times,Rain
53641,2011-10-07 13:00:00,wilmington,DE,de,us,flash,240.0,3-4 minutes,UFO object in the southwest sky as I was at Silverside rd and Concord POike at 13:00 on Friday October 7&#44 2011,10/10/2011,39.7458333,-75.5469444,2011-10-07 13:00:00,2011-10-07,13,2.0,68.1,Sunny,Clear
53642,2011-10-07 13:30:00,new braunfels,TX,tx,us,circle,180.0,2-3 min,Amazing blue silvery saucer type object -amazingly beautiful,12/12/2011,29.7027778,-98.1241667,2011-10-07 14:00:00,2011-10-07,14,35.0,87.4,Partly cloudy,Cloudy
,2011-10-07 18:00:00,staten island,,ny,,oval,180.0,2-3 minutes,Bronze oval craft with bright flashing lights witnessed in vicinity with airplane in daytime sky,10/10/2011,40.579532,-74.150201,2011-10-07 18:00:00,2011-10-07,18,2.0,57.6,Sunny,Clear
53643,2011-10-07 20:30:00,belvidere,IL,il,us,chevron,300.0,5 minutes,Weird shaped unidentified flying object in Belvidere Illinois,10/10/2011,42.2638889,-88.8441667,2011-10-07 20:00:00,2011-10-07,20,29.0,68.3,Partly cloudy,Cloudy
53644,2011-10-07 20:45:00,warsaw,MO,mo,us,unknown,30.0,30 seconds,Floating lights on game camera,10/19/2011,38.2430556,-93.3816667,2011-10-07 21:00:00,2011-10-07,21,0.0,68.5,Clear,Clear
53645,2011-10-07 20:45:00,west hartford,CT,ct,us,chevron,120.0,2 min,bomerrand - plusing and glowing red - transparent and quick 90 degree turns,10/10/2011,41.7636111,-72.6855556,2011-10-07 21:00:00,2011-10-07,21,0.0,49.5,Clear,Clear
53646,2011-10-07 21:00:00,louisville,KY,ky,us,circle,0.0,5,Louisville&#44 Kentucky 5 minutes,10/10/2011,38.2541667,-85.7594444,2011-10-07 21:00:00,2011-10-07,21,0.0,63.6,Clear,Clear
53647,2011-10-07 21:00:00,topsail beach,NC,nc,us,circle,180.0,3 minutes,Glowing orange ball about 5&#39 diameter observed at Topsail beach at roof top level..changed shape .elevated&#44 then left,10/10/2011,34.3650000,-77.6308333,2011-10-07 21:00:00,2011-10-07,21,0.0,66.7,Clear,Clear
53648,2011-10-07 21:35:00,lake geneva,WI,wi,us,sphere,60.0,1 minute,Orange ball of light making no sound crosses sky in a south-to-north transit,10/10/2011,42.5916667,-88.4333333,2011-10-07 22:00:00,2011-10-07,22,4.0,66.7,Clear,Clear
53649,2011-10-07 22:00:00,burton,MI,mi,us,light,0.0,2 nights,Unknown ball of light that has smaller ball of light going around it for two nights straight&#33,10/10/2011,42.9994444,-83.6163889,2011-10-07 22:00:00,2011-10-07,22,9.0,58.5,Clear,Clear
53650,2011-10-07 22:13:00,murray,KY,ky,us,other,30.0,30 seconds,A toy top shaped craft hovered and eventually disappeared over Murray&#44 Kentucky.,10/10/2011,36.6102778,-88.3147222,2011-10-07 22:00:00,2011-10-07,22,14.0,63.1,Clear,Clear
53651,2011-10-07 23:36:00,cleveland,OH,oh,us,fireball,300.0,5 minutes?,Glowing fireball object traveling in Cleveland sky NW towards the Lake?,10/19/2011,41.4994444,-81.6955556,2011-10-08 00:00:00,2011-10-08,0,0.0,55.6,Clear,Clear
53652,2011-10-07 23:43:00,fenton,MI,mi,us,cigar,10.0,8-10 seconds,6 cigar-shapes dash across the sky,10/10/2011,42.7977778,-83.705,2011-10-08 00:00:00,2011-10-08,0,4.0,57.7,Clear,Clear
59986,2012-10-07 02:37:00,limerick,PA,pa,us,light,30.0,30 seconds,Was driving home when I saw a thick green streak of light falling out of the sky. Once it got to about tree line it simply disappeared.,10/30/2012,40.2308333,-75.5225,2012-10-07 03:00:00,2012-10-07,3,26.0,47.0,Partly cloudy,Cloudy
,2012-10-07 05:50:00,st. catharines (canada),,on,ca,unknown,300.0,5 minutes,Three stationary alternating red lights and one white light NOT MOVING visible from QEW at dawn,10/30/2012,43.166667,-79.233333,2012-10-07 06:00:00,2012-10-07,6,69.0,45.5,Cloudy,Cloudy
59987,2012-10-07 11:18:00,fort wayne,IN,in,us,disk,120.0,2 minutes,4 white disk shape objects circling at the night sky.  ((NUFORC Note:  We suspect the lights might have been advertising lights.  PD)),10/30/2012,41.1305556,-85.1288889,2012-10-07 11:00:00,2012-10-07,11,73.0,47.9,Patchy rain possible,Rain
59988,2012-10-07 12:15:00,glendale,AZ,az,us,sphere,1200.0,20 minutes,This object was awesome yet very creepy and spooky. It shined like the shiniest chrome ever. It was completely quiet.,12/20/2012,33.5386111,-112.1852778,2012-10-07 12:00:00,2012-10-07,12,2.0,86.4,Sunny,Clear
,2012-10-07 19:30:00,mississauga (canada),,on,ca,light,360.0,6 minutes,Orange lights over mississauga ontario canada,10/30/2012,43.15,-79.5,2012-10-07 20:00:00,2012-10-07,20,7.0,45.5,Clear,Clear
59989,2012-10-07 19:30:00,troy,AL,al,us,light,0.0,,Three lights in the sky no joke will send pics,10/30/2012,31.8086111,-85.97,2012-10-07 20:00:00,2012-10-07,20,8.0,59.8,Clear,Clear
59990,2012-10-07 19:45:00,dodge center,MN,mn,us,triangle,0.0,,We were driving on the highway between Dodge Center and Kasson. We looked up and saw a triangle shaped figure flying in the sky. It had,10/30/2012,44.0280556,-92.8544444,2012-10-07 20:00:00,2012-10-07,20,6.0,40.0,Clear,Clear
59992,2012-10-07 20:00:00,johnson city,TN,tn,us,circle,5.0,5 seconds,I was walking out of my car to my cousins apartment complex when above her roof I saw a large green ball of light go across the sky at,10/30/2012,36.3133333,-82.3536111,2012-10-07 20:00:00,2012-10-07,20,25.0,43.0,Partly cloudy,Cloudy
59991,2012-10-07 20:00:00,marietta,GA,ga,us,light,300.0,5 minutes,Approximately 20 white and red balls of light flew from the west heading east above our neighborhood.,10/30/2012,33.9525000,-84.55,2012-10-07 20:00:00,2012-10-07,20,9.0,52.5,Clear,Clear
59993,2012-10-07 20:10:00,vista,CA,ca,us,triangle,4.0,4 seconds,I was out on my porch that faces south. Wind 1-2 mph from east&#44 scattered puffball clouds. Night sky Illuminated by city lights. I saw,10/30/2012,33.2000000,-117.2416667,2012-10-07 20:00:00,2012-10-07,20,1.0,63.9,Clear,Clear
59994,2012-10-07 21:00:00,ormond beach,FL,fl,us,fireball,30.0,30 seconds,Fire ball over ormond beach fl,10/30/2012,29.2855556,-81.0561111,2012-10-07 21:00:00,2012-10-07,21,7.0,77.5,Clear,Clear
59995,2012-10-07 21:05:00,columbus,OH,oh,us,formation,120.0,2 minutes,Four orange/red lights in changing formation viewed from the Short North,10/30/2012,39.9611111,-82.9988889,2012-10-07 21:00:00,2012-10-07,21,2.0,44.3,Clear,Clear
59996,2012-10-07 21:15:00,avon,NC,nc,us,fireball,6.0,6 seconds,Huge orange fireball over ocean in Avon&#44 NC.,10/30/2012,35.3519444,-75.5108333,2012-10-07 21:00:00,2012-10-07,21,73.0,69.8,Cloudy,Cloudy
59997,2012-10-07 21:45:00,knoxville,TN,tn,us,flash,10.0,10 seconds,Green flashes/strobing in the western sky,10/30/2012,35.9605556,-83.9208333,2012-10-07 22:00:00,2012-10-07,22,47.0,44.4,Partly cloudy,Cloudy
,2012-10-07 22:30:00,meath (ireland),,,,circle,1800.0,30 minutes,7 circle shaped objects flashing lights flying in the sky compacted together then seperated,10/30/2012,53.605548,-6.656417,2012-10-07 22:00:00,2012-10-07,22,56.0,48.0,Partly cloudy,Cloudy
66288,2013-10-07 06:30:00,snohomish,WA,wa,us,light,900.0,15 minutes,Multiple Bright Orange High Altitude Lights Seen Moving in Incredible Ways in Early Morning Night Sky.,10/14/2013,47.9130556,-122.0969444,2013-10-07 06:00:00,2013-10-07,6,80.0,50.7,Patchy rain possible,Rain
66289,2013-10-07 07:40:00,carson city,NV,nv,us,,3.0,3 seconds,No object seen; however while driving down  Carson River Road my driving lights went off on their own for approximately 3 seconds.   It,10/14/2013,39.1638889,-119.7663889,2013-10-07 08:00:00,2013-10-07,8,35.0,59.4,Partly cloudy,Cloudy
66290,2013-10-07 11:30:00,troy,MI,mi,us,disk,45.0,30-45 seconds,5 invisible crafts.,10/23/2013,42.6055556,-83.15,2013-10-07 12:00:00,2013-10-07,12,100.0,54.3,Overcast,Cloudy
,2013-10-07 19:00:00,mississauga (canada),,on,ca,sphere,600.0,10 minutes,Orbs by Lake Ontario.,10/14/2013,43.15,-79.5,2013-10-07 19:00:00,2013-10-07,19,43.0,55.6,Partly cloudy,Cloudy
66291,2013-10-07 19:28:00,bryan,TX,tx,us,cigar,1680.0,28 minutes,Witnessed 5 cigar shaped lights&#44 non blinking against sunset horizon moving north northwest.,10/14/2013,30.6741667,-96.3697222,2013-10-07 19:00:00,2013-10-07,19,0.0,66.6,Sunny,Clear
66292,2013-10-07 20:00:00,duncannon,PA,pa,us,light,300.0,5 minutes,Viewed a bright light in the sky&#44 fading in and out until it disappeared.,10/14/2013,40.3980556,-77.0233333,2013-10-07 20:00:00,2013-10-07,20,2.0,55.1,Clear,Clear
,2013-10-07 20:00:00,oklahoma,,ok,,circle,10526400.0,4 months,Bright flying orb.,10/14/2013,35.46756,-97.516428,2013-10-07 20:00:00,2013-10-07,20,0.0,61.7,Clear,Clear
66293,2013-10-07 20:20:00,uvalde,TX,tx,us,unknown,30.0,30 seconds,One minute after watching the space station I witnessed two different UFOs.,10/14/2013,29.2094444,-99.7858333,2013-10-07 20:00:00,2013-10-07,20,0.0,71.6,Clear,Clear
66294,2013-10-07 20:21:00,denver,CO,co,us,circle,2.0,2 seconds,Blue/sphere of light.,10/14/2013,39.7391667,-104.9841667,2013-10-07 20:00:00,2013-10-07,20,15.0,51.8,Clear,Clear
66295,2013-10-07 20:30:00,austin,TX,tx,us,unknown,240.0,4 minutes,UFO over north austin west to east no sound 300 mph 5000 ft and turned off light over east o pflugerville.,10/14/2013,30.2669444,-97.7427778,2013-10-07 20:00:00,2013-10-07,20,0.0,66.4,Clear,Clear
66296,2013-10-07 21:00:00,lawrenceville,GA,ga,us,fireball,5.0,5 seconds,Bright circular ball of light flying downward.,10/14/2013,33.9561111,-83.9880556,2013-10-07 21:00:00,2013-10-07,21,4.0,61.1,Clear,Clear
66297,2013-10-07 21:00:00,old station,CA,ca,us,triangle,300.0,5 minutes,Triangle shaped low flying quiet slow with lights with red center lights.,10/23/2013,40.6752778,-121.4297222,2013-10-07 21:00:00,2013-10-07,21,0.0,42.8,Clear,Clear
66298,2013-10-07 21:09:00,las vegas,NV,nv,us,other,15.0,15 seconds,&quot;Y&quot; shaped UFO sighted from voodoo lounge at Rio hotel roof traveling fast with no illumination in a SE direction.,10/14/2013,36.1750000,-115.1363889,2013-10-07 21:00:00,2013-10-07,21,0.0,70.2,Clear,Clear
66299,2013-10-07 21:46:00,north versailles,PA,pa,us,triangle,0.0,ongoing,Light formation  in the northern sector of the sky making erratic moves up down left to right.  Often times did a bouncing formation.,10/14/2013,40.3797222,-79.8097222,2013-10-07 22:00:00,2013-10-07,22,17.0,50.6,Clear,Clear
66300,2013-10-07 23:00:00,fort wayne,IN,in,us,light,0.0,all night&#44 every night,Star like objects moving in random directions.,10/14/2013,41.1305556,-85.1288889,2013-10-07 23:00:00,2013-10-07,23,0.0,47.1,Clear,Clear
66301,2013-10-07 23:45:00,bellevue,NE,ne,us,diamond,10800.0,3 hours,Diamond shape 4 strobe colored Object moving north to south.,10/14/2013,41.1366667,-95.8905556,2013-10-08 00:00:00,2013-10-08,0,0.0,53.1,Clear,Clear
49401,2010-10-08 00:00:00,south san gabriel,CA,ca,us,oval,2.0,a few seconds,Dull red or octagonal object flying west to east and observed with 10X50 binoculars.,11/21/2010,34.0625000,-118.0894444,2010-10-08 00:00:00,2010-10-08,0,0.0,52.9,Clear,Clear
49402,2010-10-08 01:02:00,oak lawn,IL,il,us,light,120.0,2 minutes,Medium size Star Moving Very Slowing than disappear and more same thing again later on.  ((NUFORC Note:  Possible satellites.  PD)),11/21/2010,41.7108333,-87.7580556,2010-10-08 01:00:00,2010-10-08,1,0.0,55.3,Clear,Clear
49403,2010-10-08 01:30:00,anchorage,AK,ak,us,triangle,900.0,15min,Silent Objects over Anchorage Alaska while northern lights were out.,11/21/2010,61.2180556,-149.9002778,2010-10-08 02:00:00,2010-10-08,2,25.0,32.3,Partly cloudy,Cloudy
49405,2010-10-08 02:00:00,deltona,FL,fl,us,light,50.0,50 seconds,Was no way a plane,11/21/2010,28.9002778,-81.2638889,2010-10-08 02:00:00,2010-10-08,2,0.0,61.1,Clear,Clear
49404,2010-10-08 02:00:00,saginaw,MI,mi,us,light,300.0,5 min,I woke up and saw a bright orange light hovering outside my window.,1/5/2011,43.4194444,-83.9508333,2010-10-08 02:00:00,2010-10-08,2,1.0,47.2,Clear,Clear
49406,2010-10-08 03:30:00,denver,CO,co,us,light,180.0,3 minutes,A Ufo Came twards me and another waiter in denver co at my night Job it was scary we saw it clearly and it flew back into space,11/21/2010,39.7391667,-104.9841667,2010-10-08 04:00:00,2010-10-08,4,8.0,55.7,Clear,Clear
49407,2010-10-08 05:30:00,tunkhannock,PA,pa,us,unknown,600.0,10 minutes,3 star looking objects running in straight line formation north -north west then the leader turned left,11/21/2010,41.5386111,-75.9469444,2010-10-08 06:00:00,2010-10-08,6,2.0,45.7,Clear,Clear
