bf_id,uap_id,city,state_code,geohash_6,geohash_7_bf,geohash_7_uap,latitude_bf,longitude_bf,latitude_uap,longitude_uap,full_date_bf,full_date_uap,date_diff_days,year_bf,year_uap,distance_meters,proximity_score,proximity_rank
2779,67226,san diego,CA,9mudn5,9mudn59,9mudn59,32.71528,-117.1564,32.7152778,-117.1563889,1981-02-15,2013-11-19,11965,1981,2013,1.0,2.96,597.0
2779,67291,san diego,CA,9mudn5,9mudn59,9mudn59,32.71528,-117.1564,32.7152778,-117.1563889,1981-02-15,2013-11-22,11968,1981,2013,1.0,2.96,597.0
2779,66773,san diego,CA,9mudn5,9mudn59,9mudn59,32.71528,-117.1564,32.7152778,-117.1563889,1981-02-15,2013-10-30,11945,1981,2013,1.0,2.96,597.0
2779,66795,san diego,CA,9mudn5,9mudn59,9mudn59,32.71528,-117.1564,32.7152778,-117.1563889,1981-02-15,2013-10-31,11946,1981,2013,1.0,2.96,597.0
2779,66957,san diego county,CA,9mudn5,9mudn59,9mudn59,32.71528,-117.1564,32.7152778,-117.1563889,1981-02-15,2013-11-06,11952,1981,2013,1.0,2.96,597.0
10653,35478,puyallup,WA,c23h3j,c23h3jv,c23h3jv,47.18556,-122.2917,47.1855556,-122.2916667,1974-06-27,2007-04-20,11985,1974,2007,3.0,2.95,598.0
2779,68091,san diego,CA,9mudn5,9mudn59,9mudn59,32.71528,-117.1564,32.7152778,-117.1563889,1981-02-15,2013-12-31,12007,1981,2013,1.0,2.95,598.0
2779,68237,san diego,CA,9mudn5,9mudn59,9mudn59,32.71528,-117.1564,32.7152778,-117.1563889,1981-02-15,2014-01-01,12008,1981,2014,1.0,2.95,598.0
2779,68320,san diego,CA,9mudn5,9mudn59,9mudn59,32.71528,-117.1564,32.7152778,-117.1563889,1981-02-15,2014-01-06,12013,1981,2014,1.0,2.95,598.0
2779,68070,san diego,CA,9mudn5,9mudn59,9mudn59,32.71528,-117.1564,32.7152778,-117.1563889,1981-02-15,2013-12-30,12006,1981,2013,1.0,2.95,598.0
2779,68069,san diego,CA,9mudn5,9mudn59,9mudn59,32.71528,-117.1564,32.7152778,-117.1563889,1981-02-15,2013-12-30,12006,1981,2013,1.0,2.95,598.0
2779,68066,san diego,CA,9mudn5,9mudn59,9mudn59,32.71528,-117.1564,32.7152778,-117.1563889,1981-02-15,2013-12-30,12006,1981,2013,1.0,2.95,598.0
2779,67924,san diego,CA,9mudn5,9mudn59,9mudn59,32.71528,-117.1564,32.7152778,-117.1563889,1981-02-15,2013-12-24,12000,1981,2013,1.0,2.95,598.0
2779,69122,san diego,CA,9mudn5,9mudn59,9mudn59,32.71528,-117.1564,32.7152778,-117.1563889,1981-02-15,2014-02-23,12061,1981,2014,1.0,2.94,599.0
2779,69681,san diego,CA,9mudn5,9mudn59,9mudn59,32.71528,-117.1564,32.7152778,-117.1563889,1981-02-15,2014-04-04,12101,1981,2014,1.0,2.93,600.0
10919,21305,jacksonville,AR,9ynqrg,9ynqrgb,9ynqrgp,34.87,-92.12,34.8661111,-92.11,1975-09-15,2003-01-18,9987,1975,2003,1010.0,2.93,600.0
