datetime,city,state,country,shape,duration_secs,comments,date posted,latitude,longitude,datetime_formatted,full_date,year,month,season,solar_kp_index,solar_ap_index,state_code,shape_group
1949-10-10 20:30:00,san marcos,tx,us,cylinder,2700,This event took place in early fall around 1949-50. It occurred after a Boy Scout meeting in the Baptist Church. The Baptist Church sit,4/27/2004,29.8830556,-97.9411111,1949-10-10 20:30,1949-10-10,1949,10,fall,2.667,12,TX,cigar
1956-10-10 21:00:00,edna,tx,us,circle,20,My older brother and twin sister were leaving the only Edna theater at about 9 PM&#44...we had our bikes and I took a different route home,1/17/2004,28.9783333,-96.6458333,1956-10-10 21:00,1956-10-10,1956,10,fall,2.667,12,TX,round
1960-10-10 20:00:00,kaneohe,hi,us,light,900,AS a Marine 1st Lt. flying an FJ4B fighter/attack aircraft on a solo night exercise&#44 I was at 50&#44000&#39 in a &quot;clean&quot; aircraft (no ordinan,1/22/2004,21.4180556,-157.8036111,1960-10-10 20:00,1960-10-10,1960,10,fall,3.667,22,HI,light
1961-10-10 19:00:00,bristol,tn,us,sphere,300,My father is now 89 my brother 52 the girl with us now 51 myself 49 and the other fellow which worked with my father if he&#39s still livi,4/27/2007,36.595,-82.1888889,1961-10-10 19:00,1961-10-10,1961,10,fall,1.667,6,TN,round
1965-10-10 23:45:00,norwalk,ct,us,disk,1200,A bright orange color changing to reddish color disk/saucer was observed hovering above power transmission lines.,10/2/1999,41.1175,-73.4083333,1965-10-10 23:45,1965-10-10,1965,10,fall,0.333,2,CT,round
1966-10-10 20:00:00,pell city,al,us,disk,180,Strobe Lighted disk shape object observed close&#44 at low speeds&#44 and low altitude in Oct 1966 in Pell City Alabama,3/19/2009,33.5861111,-86.2861111,1966-10-10 20:00,1966-10-10,1966,10,fall,0.0,0,AL,round
1966-10-10 21:00:00,live oak,fl,us,disk,120,Saucer zaps energy from powerline as my pregnant mother receives mental signals not to pass info,5/11/2005,30.2947222,-82.9841667,1966-10-10 21:00,1966-10-10,1966,10,fall,0.0,0,FL,round
1968-10-10 13:00:00,hawthorne,ca,us,circle,300,ROUND &#44 ORANGE &#44 WITH WHAT I WOULD SAY WAS POLISHED METAL OF SOME KIND AROUND THE EDGES .,10/31/2003,33.9163889,-118.3516667,1968-10-10 13:00,1968-10-10,1968,10,fall,0.0,0,CA,round
1968-10-10 19:00:00,brevard,nc,us,fireball,180,silent red /orange mass of energy floated by three of us in western North Carolina in the 60s,6/12/2008,35.2333333,-82.7344444,1968-10-10 19:00,1968-10-10,1968,10,fall,0.0,0,NC,light
1970-10-10 16:00:00,bellmore,ny,us,disk,1800,silver disc seen by family and neighbors,5/11/2000,40.6686111,-73.5275,1970-10-10 16:00,1970-10-10,1970,10,fall,3.667,22,NY,round
1970-10-10 19:00:00,manchester,ky,us,unknown,180,Slow moving&#44 silent craft accelerated at an unbelievable angle and speed.,2/14/2008,37.1536111,-83.7619444,1970-10-10 19:00,1970-10-10,1970,10,fall,3.667,22,KY,other
1971-10-10 21:00:00,lexington,nc,us,oval,30,green oval shaped light over my local church&#44power lines down..,2/14/2010,35.8238889,-80.2536111,1971-10-10 21:00,1971-10-10,1971,10,fall,1.333,5,NC,round
1972-10-10 19:00:00,harlan county,ky,us,circle,1200,On october 10&#44 1972 myself&#44my 5yrs.daughter&#442 neices and 2 nephews were playing tag in the back yard .When we looked over on the ridge,9/15/2005,36.8430556,-83.3219444,1972-10-10 19:00,1972-10-10,1972,10,fall,4.333,32,KY,round
1972-10-10 22:30:00,west bloomfield,mi,us,disk,120,The UFO was so close&#44 my battery in the car went to zero amps&#44 stalling the engine&#44 turning off my lights and radio.,8/14/2007,42.5377778,-83.2330556,1972-10-10 22:30,1972-10-10,1972,10,fall,4.333,32,MI,round
1973-10-10 19:00:00,niantic,ct,us,disk,1800,Oh&#44 what a night &#33  Two (2) saucer-shaped&#44 glowing green objects and one (1) brilliantly glowing sphere gliding over the lake.,9/24/2003,41.3252778,-72.1936111,1973-10-10 19:00,1973-10-10,1973,10,fall,3.0,15,CT,round
1974-10-10 19:30:00,hudson,ma,us,other,2700,Not sure of the eact month or year of this sighting but it was in the fall of 74 or 75. Was walking home around dusk and saw a bright l,8/10/1999,42.3916667,-71.5666667,1974-10-10 19:30,1974-10-10,1974,10,fall,2.0,7,MA,other
1974-10-10 23:00:00,hudson,ks,us,light,1200,The light chased us.,7/25/2004,38.1055556,-98.6597222,1974-10-10 23:00,1974-10-10,1974,10,fall,2.0,7,KS,light
1975-10-10 17:00:00,north charleston,sc,us,light,360,Several Flashing UFO lights over Charleston Naval Base in S.C.,2/14/2008,32.8544444,-79.975,1975-10-10 17:00,1975-10-10,1975,10,fall,1.0,4,SC,light
1976-10-10 20:30:00,washougal,wa,us,oval,60,Three extremely large lights hanging above nearby trees.,2/7/2014,45.5827778,-122.3522222,1976-10-10 20:30,1976-10-10,1976,10,fall,1.667,6,WA,round
1977-10-10 12:00:00,san antonio,tx,us,other,30,i was about six or seven and my family and me were sitting next to a window at home eating when a type of dark ball hit the screen wind,2/24/2005,29.4238889,-98.4933333,1977-10-10 12:00,1977-10-10,1977,10,fall,1.667,6,TX,other
1977-10-10 22:00:00,louisville,ky,us,light,30,HBCCUFO CANADIAN REPORT:  Pilot Sighting Of Unusual Light.,3/17/2004,38.2541667,-85.7594444,1977-10-10 22:00,1977-10-10,1977,10,fall,1.667,6,KY,light
1978-10-10 02:00:00,elmont,ny,us,rectangle,300,A memory I will never forget that happened meny years ago.,2/1/2007,40.7008333,-73.7133333,1978-10-10 02:00,1978-10-10,1978,10,fall,2.333,9,NY,changing
1979-10-10 00:00:00,poughkeepsie,ny,us,chevron,900,1/4 moon-like&#44  its &#39chord&#39 or flat side parallel to horizon&#44  bright orange-red glow&#44  completely silent&#44 no features.,4/16/2005,41.7002778,-73.9213889,1979-10-10 00:00,1979-10-10,1979,10,fall,1.0,4,NY,triangle
1979-10-10 22:00:00,san diego,ca,us,oval,180,My 2nd UFO sighting&#44 October 1979,8/5/2001,32.7152778,-117.1563889,1979-10-10 22:00,1979-10-10,1979,10,fall,1.0,4,CA,round
1979-10-10 22:00:00,security,co,us,unknown,1800,very low clouds all different colors&#44search lights were seen shining down out of the clouds on the houses and streets. this event was s,1/28/1999,38.7583333,-104.7425,1979-10-10 22:00,1979-10-10,1979,10,fall,1.0,4,CO,other
1980-10-10 19:00:00,houston,tx,us,sphere,180,Sphere&#44 No lights&#44  moving through neighborhoods above tree tops&#44 over busy streets in Houston in 1980.,4/16/2005,29.7630556,-95.3630556,1980-10-10 19:00,1980-10-10,1980,10,fall,5.667,67,TX,round
1980-10-10 22:00:00,dallas,tx,us,unknown,300,Strange shape shifting craft of pure light energy.,10/28/2002,32.7833333,-96.8,1980-10-10 22:00,1980-10-10,1980,10,fall,5.667,67,TX,other
1980-10-10 23:30:00,manchester,nh,us,light,300,A red glowing sphere stopped and watched me.,11/21/2010,42.9955556,-71.4552778,1980-10-10 23:30,1980-10-10,1980,10,fall,5.667,67,NH,light
1984-10-10 05:00:00,houston,tx,us,circle,60,2 experience with unkown,4/18/2012,29.7630556,-95.3630556,1984-10-10 05:00,1984-10-10,1984,10,fall,3.333,18,TX,round
1984-10-10 12:00:00,traverse city,mi,us,other,120,translucent football seen over city airport,10/7/2003,44.7630556,-85.6205556,1984-10-10 12:00,1984-10-10,1984,10,fall,3.333,18,MI,other
1984-10-10 22:00:00,white plains,ny,us,formation,20,Saw a hugh object in sky with lights intermittently placed not making any noise traveling north in the night sky.It had no real identif,8/10/1999,41.0338889,-73.7633333,1984-10-10 22:00,1984-10-10,1984,10,fall,3.333,18,NY,changing
1988-10-10 18:00:00,milwaukee,wi,us,triangle,600,A silent black triangular object with no lights moved over us as we walked our dog across a school playground.,8/7/2007,43.0388889,-87.9063889,1988-10-10 18:00,1988-10-10,1988,10,fall,3.0,15,WI,triangle
1988-10-10 21:00:00,new gloucester,me,us,unknown,120,I&#39m still afraid to look at the sky at night.,1/10/2009,43.9627778,-70.2830556,1988-10-10 21:00,1988-10-10,1988,10,fall,3.0,15,ME,other
1988-10-10 22:00:00,boulder,co,us,light,60,Three Stars Begin to Move Randomly&#44 Stop&#44 Change Direction&#44 Move Again&#44 And Then Vanish,7/16/2006,40.015,-105.27,1988-10-10 22:00,1988-10-10,1988,10,fall,3.0,15,CO,light
1988-10-10 22:45:00,seattle (ballard area),wa,us,unknown,2,Two adult witnesses are stunned by the sound of an object that streaks above the home they are in.,4/27/2004,47.6063889,-122.3308333,1988-10-10 22:45,1988-10-10,1988,10,fall,3.0,15,WA,other
1989-10-10 00:00:00,calabasas,ca,us,disk,300,Unidentified object on Mulholland Highway.,12/14/2004,34.1577778,-118.6375,1989-10-10 00:00,1989-10-10,1989,10,fall,2.667,12,CA,round
1989-10-10 21:00:00,centralia,wa,us,triangle,60,A huge triangularly shaped silent object that blotted out 25 degrees of the sky&#44 lighted by four glowing points.,4/27/2004,46.7163889,-122.9530556,1989-10-10 21:00,1989-10-10,1989,10,fall,2.667,12,WA,triangle
1990-10-10 21:00:00,ashburn,ga,us,triangle,120,Translucent Craft that makes No Sound While Moving,10/8/2007,31.7058333,-83.6533333,1990-10-10 21:00,1990-10-10,1990,10,fall,4.0,27,GA,triangle
1991-10-10 22:00:00,frisco,nc,us,unknown,1800,A friend and myself were standing on the shore of the Pamlico sound as we observed 4 objects moving in up and down motions for about 30,1/28/1999,35.235,-75.6288889,1991-10-10 22:00,1991-10-10,1991,10,fall,2.333,9,NC,other
1991-10-10 22:00:00,harrisburg,pa,us,triangle,600,We observed 3 triangular shaped high speed objects&#33,5/9/2003,40.2736111,-76.8847222,1991-10-10 22:00,1991-10-10,1991,10,fall,2.333,9,PA,triangle
1992-10-10 17:00:00,panama city,fl,us,formation,3600,During a road trip to Panama City a friend and I witnessed a pair of luminous light formations appear and dissappear over the Gulf.,1/28/1999,30.1586111,-85.6602778,1992-10-10 17:00,1992-10-10,1992,10,fall,2.0,7,FL,changing
1992-10-10 18:00:00,stafford,tx,us,unknown,10,A man emerges from a beam of light that shines on a grassy field at night and he runs towards the Texas Instruments parking lot.,4/18/2012,29.6158333,-95.5575,1992-10-10 18:00,1992-10-10,1992,10,fall,2.0,7,TX,other
1992-10-10 20:15:00,seymour,tn,us,cigar,60,Stationary Elongated UFO 200ft above vacant field with city lights on bottom,10/31/2008,35.8905556,-83.7247222,1992-10-10 20:15,1992-10-10,1992,10,fall,2.0,7,TN,cigar
1992-10-10 22:00:00,weatherford,tx,us,unknown,30,Black or dark grey.  Too big&#44 too low&#44 too slow&#44 too quiet&#44 for a normal aircraft.,9/2/2005,32.7591667,-97.7969444,1992-10-10 22:00,1992-10-10,1992,10,fall,2.0,7,TX,other
1993-10-10 22:00:00,peoria,il,us,light,8,Light over Peoria&#44 IL that moves slowly&#44 stops in mid-air&#44 hovers&#44 changes colors&#44 shoots in opposite direction and disappears.,10/11/2005,40.6936111,-89.5888889,1993-10-10 22:00,1993-10-10,1993,10,fall,3.333,18,IL,light
1993-10-10 23:00:00,carthage,tn,us,other,60,1 object with green and red lights,3/21/2003,36.2522222,-85.9516667,1993-10-10 23:00,1993-10-10,1993,10,fall,3.333,18,TN,other
1994-10-10 18:30:00,burnt hills,ny,us,rectangle,120,Giant rectangular craft (resembling an upside-down aircraft carrier) over highway near Saratoga&#44 NY.,10/23/2013,42.9097222,-73.8955556,1994-10-10 18:30,1994-10-10,1994,10,fall,4.0,27,NY,changing
1994-10-10 22:00:00,pinebergen,ar,us,light,5,Round&#44 bright&#44 low flying object silently speeds West of Arkansas town at 11:30pm&#44 10/10/94.,2/18/2001,34.1027778,-91.9922222,1994-10-10 22:00,1994-10-10,1994,10,fall,4.0,27,AR,light
1995-10-10 19:45:00,milwaukee,wi,us,unknown,120,Man  on Hwy 43 SW of Milwaukee sees large&#44 bright blue light streak by his car&#44 descend&#44 turn&#44 cross road ahead&#44 strobe. Bizarre&#33,11/2/1999,43.0388889,-87.9063889,1995-10-10 19:45,1995-10-10,1995,10,fall,4.0,27,WI,other
1995-10-10 22:40:00,oakland,ca,us,unknown,60,Woman repts.  bright light in NW sky&#44 suddenly approaches her&#44 flies slowly overhead.  Swept wings&#44 2 blurry lights either side.,11/2/1999,37.8044444,-122.2697222,1995-10-10 22:40,1995-10-10,1995,10,fall,4.0,27,CA,other
1996-10-10 03:20:00,higginsville,mo,us,triangle,3,illuminated triangular craft&#44 flying at high speed from South to North,2/16/2000,39.0725,-93.7169444,1996-10-10 03:20,1996-10-10,1996,10,fall,1.667,6,MO,triangle
1996-10-10 22:00:00,charleston,sc,us,light,300,Flashing object above Charleston&#44 SC,11/26/2003,32.7763889,-79.9311111,1996-10-10 22:00,1996-10-10,1996,10,fall,1.667,6,SC,light
1996-10-10 22:30:00,monroe county,oh,us,cylinder,60,Looked like it went through the hillside,7/8/2004,39.4402778,-84.3622222,1996-10-10 22:30,1996-10-10,1996,10,fall,1.667,6,OH,cigar
1997-10-10 16:00:00,connersville,in,us,delta,14400,3 differants types &#44 cluster &#44delta &#44 and one in a 3 pointed star design . followed it for six miles .,1/28/1999,39.6411111,-85.1411111,1997-10-10 16:00,1997-10-10,1997,10,fall,6.333,94,IN,triangle
1997-10-10 17:00:00,mesa,az,us,sphere,30,A small dark purple quad-thruster craft hovering 200-300 feet in the sky. 500 Lights On Object0: Yes,2/14/2008,33.4222222,-111.8219444,1997-10-10 17:00,1997-10-10,1997,10,fall,6.333,94,AZ,round
1997-10-10 20:00:00,bonaire,ga,us,triangle,300,Triangular Object Sighted at Very Close Range,2/1/2007,32.5436111,-83.5961111,1997-10-10 20:00,1997-10-10,1997,10,fall,6.333,94,GA,triangle
1997-10-10 21:00:00,austin,mn,us,other,3600,i was traveling northbound on state highway 105 approximately 8 miles south of Austin MN when an object came down directly above my car,1/28/1999,43.6666667,-92.9744444,1997-10-10 21:00,1997-10-10,1997,10,fall,6.333,94,MN,other
1998-10-10 02:30:00,hollywood,ca,us,changing,300,I was standing outside on Sunset Blvd. at Vine and looked straight up which I normally do not do. I saw three bright white lights in a,11/1/1998,34.0983333,-118.3258333,1998-10-10 02:30,1998-10-10,1998,10,fall,1.667,6,CA,changing
1998-10-10 03:30:00,phoenix (north part),az,us,fireball,15,bright green moving north to north east. it was bright green and kinda clear. quite fast too.,2/16/1999,33.4483333,-112.0733333,1998-10-10 03:30,1998-10-10,1998,10,fall,1.667,6,AZ,light
1998-10-10 13:15:00,elgin,il,us,cylinder,1800,While looking up at sky I noticed a bright light hovering above the sky. then I noticed a jet airliner traveling in the same area and I,11/1/1998,42.0372222,-88.2811111,1998-10-10 13:15,1998-10-10,1998,10,fall,1.667,6,IL,cigar
1998-10-10 17:30:00,las vegas,nv,us,cigar,600,White&#44 vertical cigar shape floating around in the eastern sky.,11/1/1998,36.175,-115.1363889,1998-10-10 17:30,1998-10-10,1998,10,fall,1.667,6,NV,cigar
1998-10-10 17:30:00,las vegas,nv,us,circle,2700,Ufo sighting in las vegas near Area51,8/30/1999,36.175,-115.1363889,1998-10-10 17:30,1998-10-10,1998,10,fall,1.667,6,NV,round
1998-10-10 20:30:00,spokane (about 30 miles sw of&#44i-90&#44 maybe mm 254),wa,us,triangle,600,Dark boomerange object seen for ten minutes hovering over the freeway with a bright light out the front that lit up the fields. No jet,8/5/2001,47.6588889,-117.425,1998-10-10 20:30,1998-10-10,1998,10,fall,1.667,6,WA,triangle
1998-10-10 20:50:00,mooresville,nc,us,light,2,Star gazing in back yard with telescope and binos. Saw shooting star and an oblong shape of light.,11/1/1998,35.5847222,-80.8102778,1998-10-10 20:50,1998-10-10,1998,10,fall,1.667,6,NC,light
1998-10-10 23:50:00,delano,tn,us,fireball,15,I came home from work one night and I seen a bright fire like ball go across the top ofthe mountain and it was going fast then it stopp,3/21/2003,35.265,-84.5533333,1998-10-10 23:50,1998-10-10,1998,10,fall,1.667,6,TN,light
1999-10-10 00:01:00,martinez,ca,us,changing,3600,Bright objects&#44 red and green flashing lights (and a diffuse white light off to one side of the larger of the two objects)&#44 about 30 de,10/19/1999,38.0194444,-122.1330556,1999-10-10 00:01,1999-10-10,1999,10,fall,3.333,18,CA,changing
1999-10-10 04:00:00,kansas city,ks,us,unknown,600,Orange object over city.,10/19/1999,39.1141667,-94.6272222,1999-10-10 04:00,1999-10-10,1999,10,fall,3.333,18,KS,other
1999-10-10 06:00:00,dallas,tx,us,other,10,group of   twinkling lights at high altitude,11/20/2001,32.7833333,-96.8,1999-10-10 06:00,1999-10-10,1999,10,fall,3.333,18,TX,other
1999-10-10 11:00:00,san diego,ca,us,fireball,3600,At 10:45 in the morning&#44 my father and I noticed a small stationary object in the sky.,10/19/1999,32.7152778,-117.1563889,1999-10-10 11:00,1999-10-10,1999,10,fall,3.333,18,CA,light
1999-10-10 12:40:00,kennewick,wa,us,sphere,45,Standing outside saying goodby to family members and pointing to Chem-Trails,10/19/1999,46.2113889,-119.1361111,1999-10-10 12:40,1999-10-10,1999,10,fall,3.333,18,WA,round
1999-10-10 20:35:00,hayward,ca,us,circle,90,Many different colored glowing  objects,11/20/2001,37.6688889,-122.0797222,1999-10-10 20:35,1999-10-10,1999,10,fall,3.333,18,CA,round
1999-10-10 21:00:00,ashland (at our home),mo,us,light,0,We saw on our local news that in Jefferson City&#44(20 minutes from our home)&#44 a craft was spotted reciently. We have not actually observe,12/16/1999,38.7744444,-92.2569444,1999-10-10 21:00,1999-10-10,1999,10,fall,3.333,18,MO,light
1999-10-10 21:00:00,rachel,nv,us,light,10800,Bright lights with incredible agility seen from mailbox at Area 51 on UFO highway in Nevada for several hourse.,5/24/2005,37.6447222,-115.7427778,1999-10-10 21:00,1999-10-10,1999,10,fall,3.333,18,NV,light
1999-10-10 21:30:00,humphrey,ne,us,sphere,300,Object moving erratically in sky stopped by spot light,2/14/2006,41.6916667,-97.4841667,1999-10-10 21:30,1999-10-10,1999,10,fall,3.333,18,NE,round
1999-10-10 22:30:00,elgin,or,us,chevron,240,Object silently traveled north -northwest. It was V shaped with five orange lights on the perimeter and one white ligh in the center of,10/19/1999,45.565,-117.9163889,1999-10-10 22:30,1999-10-10,1999,10,fall,3.333,18,OR,triangle
1999-10-10 23:45:00,lewiston,mi,us,oval,2700,Oval shaped with lights all around it in a haze with several smaller lights flying all around it.,10/19/1999,44.8838889,-84.3055556,1999-10-10 23:45,1999-10-10,1999,10,fall,3.333,18,MI,round
2000-10-10 03:00:00,perryville,mo,us,oval,180,The craft was big&#44 orange&#44 and oval shaped.,12/2/2000,37.7241667,-89.8611111,2000-10-10 03:00,2000-10-10,2000,10,fall,4.667,39,MO,round
2000-10-10 06:15:00,boynton beach,fl,us,other,10,Unusual light formation moving extremely fast across the sky.,12/2/2000,26.525,-80.0666667,2000-10-10 06:15,2000-10-10,2000,10,fall,4.667,39,FL,other
2000-10-10 20:30:00,brinktown,mo,us,light,1800,3 bright golden lights moving independently above the tree line flaring and fading intermittently for approx. 15 min.,12/2/2000,38.1266667,-92.0844444,2000-10-10 20:30,2000-10-10,2000,10,fall,4.667,39,MO,light
2000-10-10 21:30:00,florence,ky,us,light,5,Two objects traveling side by side pass over&#44 as one begins to zig&#44 zag it&#39s path.,12/2/2000,38.9988889,-84.6266667,2000-10-10 21:30,2000-10-10,2000,10,fall,4.667,39,KY,light
2000-10-10 21:30:00,seattle (west),wa,us,unknown,10,Dark object in the shape of a (4) after dusk in West Seattle,2/11/2003,47.6063889,-122.3308333,2000-10-10 21:30,2000-10-10,2000,10,fall,4.667,39,WA,other
2000-10-10 22:00:00,port orchard,wa,us,diamond,60,One night my window started to flash,5/12/2009,47.5405556,-122.635,2000-10-10 22:00,2000-10-10,2000,10,fall,4.667,39,WA,triangle
2001-10-10 03:00:00,rockwell city,ia,us,triangle,240,Large&#44silent&#44slow&#44low to the ground dull-black Triangle UFO with round red lights at it&#39s corners that were off .I drew it.,7/1/2002,42.3952778,-94.6336111,2001-10-10 03:00,2001-10-10,2001,10,fall,2.667,12,IA,triangle
2001-10-10 20:35:00,hayward,ca,us,circle,120,FALLING STAR  STOPS  &#39SHOTS OUT  DOZENS OF RED POINTS OF LIGHT,11/20/2001,37.6688889,-122.0797222,2001-10-10 20:35,2001-10-10,2001,10,fall,2.667,12,CA,round
2001-10-10 21:15:00,ottumwa,ia,us,rectangle,300,We saw a square object at night&#44  which had 2 blue &amp; 2 red lights at corners&#44 hovering in sky above us.,11/20/2001,41.0041667,-92.3736111,2001-10-10 21:15,2001-10-10,2001,10,fall,2.667,12,IA,changing
2001-10-10 21:30:00,fresno,ca,us,changing,900,Objects were sighted driving north on Highway 5 in California&#39s central valley after night fall&#44 not far past &quot;Kettleman/Fresno&quot; exit s,11/20/2001,36.7477778,-119.7713889,2001-10-10 21:30,2001-10-10,2001,10,fall,2.667,12,CA,changing
2001-10-10 22:00:00,phoenix,az,us,triangle,60,Triangle shaped craft spotted flying west to east over mid town Phoenix on 10/10/01 at 22:00 hours 4 light dim making no sounellow,11/20/2001,33.4483333,-112.0733333,2001-10-10 22:00,2001-10-10,2001,10,fall,2.667,12,AZ,triangle
2001-10-10 23:00:00,virginia beach,va,us,triangle,30,shaped like a stealth bomber (boomerang like&#44 but more triangluar) flat-black in color&#44 made a deep humming sound either really low to,7/26/2002,36.8527778,-75.9783333,2001-10-10 23:00,2001-10-10,2001,10,fall,2.667,12,VA,triangle
2002-10-10 00:01:00,hayward,wi,us,flash,43,we saw pure a light that occasionaly split into 3 to 4 different lights.,10/15/2002,46.0130556,-91.4844444,2002-10-10 00:01,2002-10-10,2002,10,fall,2.0,7,WI,light
2002-10-10 02:00:00,philomath,or,us,unknown,5,i watched on the portland news that the space shuttle would be visiable and went to philomath oregon to what was known to be the apple,10/15/2002,44.5402778,-123.3663889,2002-10-10 02:00,2002-10-10,2002,10,fall,2.0,7,OR,other
2002-10-10 06:00:00,seattle,wa,us,sphere,90,Light falls from sky,10/15/2002,47.6063889,-122.3308333,2002-10-10 06:00,2002-10-10,2002,10,fall,2.0,7,WA,round
2002-10-10 20:30:00,cincinnati,oh,us,other,1800,Large octagon blue lights on rim red center light hovers over downtown Cincinnati thursday October 10.,10/15/2002,39.1619444,-84.4569444,2002-10-10 20:30,2002-10-10,2002,10,fall,2.0,7,OH,other
2002-10-10 21:00:00,portland,or,us,circle,120,The LIGHT is the TRUTH&#33,12/16/2005,45.5236111,-122.675,2002-10-10 21:00,2002-10-10,2002,10,fall,2.0,7,OR,round
2003-10-10 12:00:00,alhambra,ca,us,oval,300,3 Black ovals in the sky and a floating movie camera,1/17/2004,34.0952778,-118.1261111,2003-10-10 12:00,2003-10-10,2003,10,fall,0.0,0,CA,round
2003-10-10 18:00:00,indianapolis,in,us,sphere,1800,Sphere shape object with flashing bright white lights,10/15/2003,39.7683333,-86.1580556,2003-10-10 18:00,2003-10-10,2003,10,fall,0.0,0,IN,round
2003-10-10 19:15:00,centreville,va,us,other,600,Aliens check out local high school football game.,10/15/2003,38.8402778,-77.4291667,2003-10-10 19:15,2003-10-10,2003,10,fall,0.0,0,VA,other
2003-10-10 20:05:00,grand view,id,us,light,15,Bright light above Mt. Home AFB,10/15/2003,42.9897222,-116.0925,2003-10-10 20:05,2003-10-10,2003,10,fall,0.0,0,ID,light
2003-10-10 20:25:00,temperance,mi,us,oval,18000,pulsating green white and red object in the northwest sky at 45degrees,10/31/2003,41.7791667,-83.5688889,2003-10-10 20:25,2003-10-10,2003,10,fall,0.0,0,MI,round
2003-10-10 21:10:00,crescent beach,sc,us,formation,37800,For two consecutive nights&#44 we watched a pattern of lights before we were stunned by a discovery on the beach.,1/17/2004,33.8075,-78.7011111,2003-10-10 21:10,2003-10-10,2003,10,fall,0.0,0,SC,changing
2003-10-10 22:00:00,albuquerque,nm,us,light,180,Three bright lights that were huddled together than began to seperate and disappeared.,2/1/2007,35.0844444,-106.6505556,2003-10-10 22:00,2003-10-10,2003,10,fall,0.0,0,NM,light
2003-10-10 23:25:00,gleason,wi,us,sphere,1800,UFO Contact&#44 Amazing close sighting,9/2/2005,45.3088889,-89.4963889,2003-10-10 23:25,2003-10-10,2003,10,fall,0.0,0,WI,round
2004-10-10 02:50:00,mahwah,nj,us,triangle,180,Triangle shaped flying&#44 hovering U.F.O. witnessed over Sheraton Hotel in Mahwah&#44 NJ. on 10/10/04.,12/12/2011,41.0886111,-74.1441667,2004-10-10 02:50,2004-10-10,2004,10,fall,3.667,22,NJ,triangle
2004-10-10 04:18:00,terre haute,in,us,sphere,5,silently&#44 it came over my head from behind; as I was laying on my back. About the size of a thumbnail at arms length&#44 was a lite white,10/27/2004,39.4666667,-87.4138889,2004-10-10 04:18,2004-10-10,2004,10,fall,3.667,22,IN,round
2004-10-10 08:30:00,indianapolis,in,us,oval,15,((NUFORC Note:  Possible sighting of a contrail??  PD)),10/27/2004,39.7683333,-86.1580556,2004-10-10 08:30,2004-10-10,2004,10,fall,3.667,22,IN,round
2004-10-10 14:00:00,morgantown,wv,us,circle,10,Solid round silver ball passing over at about 3000MSL.,5/24/2005,39.6294444,-79.9561111,2004-10-10 14:00,2004-10-10,2004,10,fall,3.667,22,WV,round
2004-10-10 15:00:00,berkeley,ca,us,unknown,180,While driving my car in the mid afternoon of a day in the fall of 2004 on HYW 580 East-bound I had just crossed the San Rafael / Richmo,5/24/2005,37.8716667,-122.2716667,2004-10-10 15:00,2004-10-10,2004,10,fall,3.667,22,CA,other
2004-10-10 15:00:00,rock island,il,us,sphere,3600,The sky was clear  and the objects at times appeared to rotate slowly.,10/27/2004,41.5094444,-90.5786111,2004-10-10 15:00,2004-10-10,2004,10,fall,3.667,22,IL,round
2004-10-10 19:00:00,ripley,ny,us,circle,900,7 red/orange stationary objects appeared over Lake Erie on 10/10/04 for 15 minutes and then all disappeared at once.,10/27/2004,42.2669444,-79.7108333,2004-10-10 19:00,2004-10-10,2004,10,fall,3.667,22,NY,round
2004-10-10 21:00:00,faribault,mn,us,flash,900,Metor or craft descending then sudden flash of light,10/27/2004,44.295,-93.2686111,2004-10-10 21:00,2004-10-10,2004,10,fall,3.667,22,MN,light
2004-10-10 21:00:00,mansfield,oh,us,light,7200,Several UFO&#39s&#44 one bigger one flew right over the car.,10/27/2004,40.7583333,-82.5155556,2004-10-10 21:00,2004-10-10,2004,10,fall,3.667,22,OH,light
2004-10-10 22:00:00,columbia,mo,us,light,60,A light moved across the sky in a zig zag way then straightened out and went straight out into space in a matter of seconds.,11/28/2007,38.9516667,-92.3338889,2004-10-10 22:00,2004-10-10,2004,10,fall,3.667,22,MO,light
2004-10-10 23:30:00,gleason,wi,us,sphere,3000,It was about 9:30PM my friend and I were going to go out deer shining with my step dads truck and my friends spotlight. We left his hou,9/2/2005,45.3088889,-89.4963889,2004-10-10 23:30,2004-10-10,2004,10,fall,3.667,22,WI,round
2005-10-10 07:40:00,seattle,wa,us,other,60,round symetrical with roundish flat bottom shiny white colored low flying bigger than  a plane.,10/11/2005,47.6063889,-122.3308333,2005-10-10 07:40,2005-10-10,2005,10,fall,1.667,6,WA,other
2005-10-10 09:00:00,apache junction,az,us,other,30,half-moon shaped objects that just winked out,10/11/2005,33.415,-111.5488889,2005-10-10 09:00,2005-10-10,2005,10,fall,1.667,6,AZ,other
2005-10-10 09:30:00,north miami beach,fl,us,oval,1800,i sent you an e-mail 2 days ago and really want to be contacted&#44 PLEASE  contact me asap&#44 I&#39m not crazy and nether is my wife&#44 please c,10/20/2005,25.9327778,-80.1627778,2005-10-10 09:30,2005-10-10,2005,10,fall,1.667,6,FL,round
2005-10-10 11:30:00,edgewater,fl,us,unknown,0,orange ball in sky video taped over edgewater florida,10/11/2005,28.9886111,-80.9025,2005-10-10 11:30,2005-10-10,2005,10,fall,1.667,6,FL,other
